#nch:  1024 id=     1      E in detector (MeV)                                             
#      x          content      error    
  0.458350E+01 0.118200E+04 0.343802E+02
  0.459229E+01 0.103000E+04 0.320936E+02
  0.460107E+01 0.883000E+03 0.297153E+02
  0.460986E+01 0.941000E+03 0.306757E+02
  0.461865E+01 0.101900E+04 0.319218E+02
  0.462744E+01 0.126100E+04 0.355106E+02
  0.463623E+01 0.909000E+03 0.301496E+02
  0.464502E+01 0.929000E+03 0.304795E+02
  0.465381E+01 0.913000E+03 0.302159E+02
  0.466260E+01 0.899000E+03 0.299833E+02
  0.467139E+01 0.103700E+04 0.322025E+02
  0.468018E+01 0.118500E+04 0.344238E+02
  0.468896E+01 0.990000E+03 0.314643E+02
  0.469775E+01 0.985000E+03 0.313847E+02
  0.470654E+01 0.985000E+03 0.313847E+02
  0.471533E+01 0.121200E+04 0.348138E+02
  0.472412E+01 0.114900E+04 0.338969E+02
  0.473291E+01 0.103500E+04 0.321714E+02
  0.474170E+01 0.985000E+03 0.313847E+02
  0.475049E+01 0.112100E+04 0.334813E+02
  0.475928E+01 0.130800E+04 0.361663E+02
  0.476807E+01 0.111400E+04 0.333766E+02
  0.477686E+01 0.114600E+04 0.338526E+02
  0.478564E+01 0.131400E+04 0.362491E+02
  0.479443E+01 0.137300E+04 0.370540E+02
  0.480322E+01 0.161700E+04 0.402119E+02
  0.481201E+01 0.161000E+04 0.401248E+02
  0.482080E+01 0.138200E+04 0.371753E+02
  0.482959E+01 0.150800E+04 0.388330E+02
